number,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
1778,Korostenâ€™,Korosten',50.9504,28.65,Ukraine,UA,UKR,Zhytomyrsâ€™ka Oblastâ€™,minor,72984,1804648682
1779,Guadalajara,Guadalajara,40.6337,-3.1666,Spain,ES,ESP,Castille-La Mancha,minor,72850,1724317859
1780,Bourges,Bourges,47.0837,2.4,France,FR,FRA,Centre-Val de Loire,minor,72340,1250043242
1781,Chusovoy,Chusovoy,58.2934,57.813,Russia,RU,RUS,Permskiy Kray,,72113,1643341477
1782,ChalkÃ­da,Chalkida,38.464,23.6124,Greece,GR,GRC,StereÃ¡ EllÃ¡da,minor,71842,1300585149
1783,KalamÃ¡ta,Kalamata,37.0389,22.1142,Greece,GR,GRC,PeloponnÃ­sos,minor,71823,1300638148
1784,Chernogorsk,Chernogorsk,53.8313,91.2227,Russia,RU,RUS,Khakasiya,,71582,1643871191
1785,Kovelâ€™,Kovel',51.2171,24.7166,Ukraine,UA,UKR,Volynsâ€™ka Oblastâ€™,minor,71301,1804093604
1786,Asti,Asti,44.93,8.21,Italy,IT,ITA,Piedmont,minor,71276,1380024585
1787,Volâ€™sk,Vol'sk,52.0347,47.3743,Russia,RU,RUS,Saratovskaya Oblastâ€™,,70500,1643293120
1788,Belogorsk,Belogorsk,50.9191,128.4637,Russia,RU,RUS,Amurskaya Oblastâ€™,,70203,1643671200
1789,Ragusa,Ragusa,36.93,14.73,Italy,IT,ITA,Sicilia,minor,68956,1380117871
1790,Tuymazy,Tuymazy,54.6048,53.6943,Russia,RU,RUS,Bashkortostan,,68829,1643065980
1791,Borisoglebsk,Borisoglebsk,51.3687,42.0887,Russia,RU,RUS,Voronezhskaya Oblastâ€™,,68597,1643002462
1792,Deva,Deva,45.8833,22.9167,Romania,RO,ROU,Hunedoara,,67802,1642728479
1793,Ishim,Ishim,56.1502,69.4498,Russia,RU,RUS,Tyumenskaya Oblastâ€™,,67762,1643798395
1794,Oktyabrâ€™skiy,Oktyabr'skiy,52.6636,156.2387,Russia,RU,RUS,Kamchatskiy Kray,,67386,1643010084
1795,Narva,Narva,59.3776,28.1603,Estonia,EE,EST,Ida-Virumaa,minor,66980,1233751159
1796,Apatity,Apatity,67.5731,33.393,Russia,RU,RUS,Murmanskaya Oblastâ€™,,66907,1643183303
1797,Aleksin,Aleksin,54.5143,37.0944,Russia,RU,RUS,Tulâ€™skaya Oblastâ€™,,66885,1643013998
1798,Kungur,Kungur,57.4348,56.9543,Russia,RU,RUS,Permskiy Kray,minor,66389,1643194296
1799,Klintsy,Klintsy,52.7652,32.2448,Russia,RU,RUS,Bryanskaya Oblastâ€™,,66336,1643620360
1800,Neryungri,Neryungri,56.674,124.7104,Russia,RU,RUS,Sakha (Yakutiya),,66320,1643755298
1801,Leninogorsk,Leninogorsk,54.5987,52.4487,Russia,RU,RUS,Tatarstan,,66263,1643010350
1802,Lesosibirsk,Lesosibirsk,58.2433,92.4833,Russia,RU,RUS,Krasnoyarskiy Kray,,65945,1643351184
1803,Polevskoy,Polevskoy,56.4434,60.188,Russia,RU,RUS,Sverdlovskaya Oblastâ€™,,65770,1643717197
1804,Kumertau,Kumertau,52.7748,55.7843,Russia,RU,RUS,Bashkortostan,,65321,1643237908
1805,BorÃ¥s,Boras,57.7304,12.92,Sweden,SE,SWE,VÃ¤stra GÃ¶taland,minor,65008,1752555835
1806,Krasnoturâ€™insk,Krasnotur'insk,59.7948,60.4848,Russia,RU,RUS,Sverdlovskaya Oblastâ€™,,64878,1643475253
1807,Tikhoretsk,Tikhoretsk,45.8531,40.1377,Russia,RU,RUS,Krasnodarskiy Kray,minor,64387,1643615827
1808,Svobodnyy,Svobodnyy,51.4062,128.1312,Russia,RU,RUS,Amurskaya Oblastâ€™,,63620,1643016250
1809,Rzhev,Rzhev,56.2574,34.3275,Russia,RU,RUS,Tverskaya Oblastâ€™,,63414,1643967736
1810,Novaya Balakhna,Novaya Balakhna,56.4943,43.5944,Russia,RU,RUS,Nizhegorodskaya Oblastâ€™,,63083,1643658083
1811,Belebey,Belebey,54.1291,54.1187,Russia,RU,RUS,Bashkortostan,,62582,1643040403
1812,Chistopolâ€™,Chistopol',55.3648,50.6407,Russia,RU,RUS,Tatarstan,,62200,1643992511
1813,Tikhvin,Tikhvin,59.6448,33.5144,Russia,RU,RUS,Leningradskaya Oblastâ€™,,62075,1643955290
1814,Labinsk,Labinsk,44.6348,40.7443,Russia,RU,RUS,Krasnodarskiy Kray,minor,61945,1643209545
1815,Iskitim,Iskitim,54.6509,83.2865,Russia,RU,RUS,Novosibirskaya Oblastâ€™,,61827,1643924276
1816,Benevento,Benevento,41.1337,14.75,Italy,IT,ITA,Campania,minor,61791,1380723198
1817,Vyksa,Vyksa,55.3247,42.1644,Russia,RU,RUS,Nizhegorodskaya Oblastâ€™,,61664,1643006557
1818,Pula,Pula,44.8687,13.8481,Croatia,HR,HRV,Istarska Å½upanija,minor,61599,1191143009
1819,Sibay,Sibay,52.7091,58.6387,Russia,RU,RUS,Bashkortostan,,61590,1643012532
1820,Stralsund,Stralsund,54.3004,13.1,Germany,DE,DEU,Mecklenburg-Western Pomerania,minor,61368,1276640152
1821,Civitavecchia,Civitavecchia,42.1004,11.8,Italy,IT,ITA,Lazio,,61316,1380282443
1822,Coburg,Coburg,50.2666,10.9666,Germany,DE,DEU,Bavaria,minor,61054,1276428862
1823,Salâ€™sk,Sal'sk,46.4775,41.542,Russia,RU,RUS,Rostovskaya Oblastâ€™,minor,61000,1643005627
1824,Shuya,Shuya,56.8543,41.3643,Russia,RU,RUS,Ivanovskaya Oblastâ€™,,60705,1643360424
1825,Zima,Zima,53.9331,102.0331,Russia,RU,RUS,Irkutskaya Oblastâ€™,,60239,1643510813
1826,Crotone,Crotone,39.0833,17.1233,Italy,IT,ITA,Calabria,minor,60010,1380444441
1827,Kotlas,Kotlas,61.2631,46.6631,Russia,RU,RUS,Arkhangelâ€™skaya Oblastâ€™,,59879,1643953441
1828,Linares,Linares,38.0833,-3.6334,Spain,ES,ESP,Andalusia,,59761,1724047784
1829,KavÃ¡la,Kavala,40.9412,24.4018,Greece,GR,GRC,AnatolikÃ­ MakedonÃ­a kai ThrÃ¡ki,minor,59240,1300398756
1830,Mikhaylovka,Mikhaylovka,50.0679,43.2175,Russia,RU,RUS,Volgogradskaya Oblastâ€™,,58898,1643239180
1831,Solnechnogorsk,Solnechnogorsk,56.1807,36.9809,Russia,RU,RUS,Moskovskaya Oblastâ€™,,58891,1643958876
1832,Arsenâ€™yev,Arsen'yev,44.1623,133.2823,Russia,RU,RUS,Primorskiy Kray,,58700,1643534912
1833,Borovichi,Borovichi,58.3978,33.8974,Russia,RU,RUS,Novgorodskaya Oblastâ€™,,57887,1643059892
1834,Cheremkhovo,Cheremkhovo,53.1588,103.0739,Russia,RU,RUS,Irkutskaya Oblastâ€™,,57395,1643007385
1835,Roslavlâ€™,Roslavl',53.9509,32.8604,Russia,RU,RUS,Smolenskaya Oblastâ€™,,56971,1643356591
1836,Hof,Hof,50.317,11.9167,Germany,DE,DEU,Bavaria,minor,56153,1276561363
1837,Lesnoy,Lesnoy,58.6436,59.7983,Russia,RU,RUS,Sverdlovskaya Oblastâ€™,,56084,1643751945
1838,SÃ©rres,Serres,41.086,23.5497,Greece,GR,GRC,KentrikÃ­ MakedonÃ­a,minor,55886,1300726987
1839,Sayanogorsk,Sayanogorsk,53.0894,91.4004,Russia,RU,RUS,Khakasiya,,55642,1643565856
1840,Gelendzhik,Gelendzhik,44.5748,38.0644,Russia,RU,RUS,Krasnodarskiy Kray,,55508,1643756962
1841,Vyazâ€™ma,Vyaz'ma,55.2122,34.2918,Russia,RU,RUS,Smolenskaya Oblastâ€™,,55500,1643507171
1842,Brive-la-Gaillarde,Brive-la-Gaillarde,45.1504,1.5333,France,FR,FRA,Nouvelle-Aquitaine,minor,55448,1250549859
1843,Krasnokamensk,Krasnokamensk,50.0665,118.0265,Russia,RU,RUS,Zabaykalâ€™skiy Kray,,54316,1643383674
1844,Severomorsk,Severomorsk,69.0731,33.4231,Russia,RU,RUS,Murmanskaya Oblastâ€™,,53921,1643295687
1845,Vyshniy VolochÃ«k,Vyshniy Volochek,57.583,34.5631,Russia,RU,RUS,Tverskaya Oblastâ€™,,53800,1643616804
1846,Buguruslan,Buguruslan,53.663,52.433,Russia,RU,RUS,Orenburgskaya Oblastâ€™,,53511,1643675272
1847,KaterÃ­ni,Katerini,40.2723,22.5025,Greece,GR,GRC,KentrikÃ­ MakedonÃ­a,minor,53293,1300524464
1848,AlexandroÃºpoli,Alexandroupoli,40.8486,25.8744,Greece,GR,GRC,AnatolikÃ­ MakedonÃ­a kai ThrÃ¡ki,minor,52979,1300949419
1849,Livny,Livny,52.4248,37.6044,Russia,RU,RUS,Orlovskaya Oblastâ€™,,52915,1643284653
1850,Krasnokamsk,Krasnokamsk,58.0747,55.7443,Russia,RU,RUS,Permskiy Kray,,52689,1643177240
1851,Siena,Siena,43.317,11.35,Italy,IT,ITA,Tuscany,minor,52625,1380088439
1852,Tayshet,Tayshet,55.9277,97.9877,Russia,RU,RUS,Irkutskaya Oblastâ€™,,52184,1643635211
1853,Nyaganâ€™,Nyagan',62.1465,65.3814,Russia,RU,RUS,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,52137,1643802074
1854,Kimry,Kimry,56.8691,37.3444,Russia,RU,RUS,Tverskaya Oblastâ€™,,52070,1643056082
1855,Emden,Emden,53.3667,7.2167,Germany,DE,DEU,Lower Saxony,minor,51526,1276309938
1856,Tulun,Tulun,54.5653,100.5654,Russia,RU,RUS,Irkutskaya Oblastâ€™,,51330,1643545822
1857,Kyshtym,Kyshtym,55.7,60.5595,Russia,RU,RUS,Chelyabinskaya Oblastâ€™,,50911,1643212206
1858,XÃ¡nthi,Xanthi,41.1418,24.8836,Greece,GR,GRC,AnatolikÃ­ MakedonÃ­a kai ThrÃ¡ki,minor,50570,1300051191
1859,Passau,Passau,48.567,13.4666,Germany,DE,DEU,Bavaria,minor,50560,1276123699
1860,Otradnyy,Otradnyy,53.3778,51.3474,Russia,RU,RUS,Samarskaya Oblastâ€™,,50127,1643670563
1861,Monchegorsk,Monchegorsk,67.9291,32.8287,Russia,RU,RUS,Murmanskaya Oblastâ€™,,49868,1643634027
1862,Ruzayevka,Ruzayevka,54.0643,44.9244,Russia,RU,RUS,Mordoviya,,49311,1643836574
1863,Verkhnyaya Salda,Verkhnyaya Salda,58.0502,60.5498,Russia,RU,RUS,Sverdlovskaya Oblastâ€™,,48992,1643609151
1864,Slobodskoy,Slobodskoy,58.7185,50.188,Russia,RU,RUS,Kirovskaya Oblastâ€™,,48962,1643784759
1865,Megion,Megion,61.0608,76.0953,Russia,RU,RUS,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,48691,1643111689
1866,Torzhok,Torzhok,57.0291,34.9787,Russia,RU,RUS,Tverskaya Oblastâ€™,,48546,1643710105
1867,Belaya Kalitva,Belaya Kalitva,48.1865,40.7861,Russia,RU,RUS,Rostovskaya Oblastâ€™,minor,48098,1643376629
1868,Ã…lesund,Alesund,62.5454,6.388,Norway,NO,NOR,MÃ¸re og Romsdal,minor,47772,1578050516
1869,Gryazi,Gryazi,52.4948,39.9343,Russia,RU,RUS,Lipetskaya Oblastâ€™,,47413,1643963705
1870,Mozhga,Mozhga,56.4548,52.1843,Russia,RU,RUS,Udmurtiya,,47270,1643022471
1871,Amursk,Amursk,50.2228,136.8974,Russia,RU,RUS,Khabarovskiy Kray,,46993,1643243118
1872,Sandnes,Sandnes,58.8454,5.69,Norway,NO,NOR,Rogaland,minor,46911,1578525190
1873,Safonovo,Safonovo,55.1465,33.2161,Russia,RU,RUS,Smolenskaya Oblastâ€™,,46637,1643349076
1874,Alatyrâ€™,Alatyr',54.8504,46.6,Russia,RU,RUS,Chuvashiya,,46427,1643942115
1875,Nadym,Nadym,65.5298,72.5148,Russia,RU,RUS,Yamalo-Nenetskiy Avtonomnyy Okrug,,46339,1643709121
1876,Pechora,Pechora,65.1587,57.2087,Russia,RU,RUS,Komi,,46113,1643523866
1877,Kohtla-JÃ¤rve,Kohtla-Jarve,59.4,27.2833,Estonia,EE,EST,Ida-Virumaa,minor,46060,1233016348
1878,Spassk-Dalâ€™niy,Spassk-Dal'niy,44.6002,132.8198,Russia,RU,RUS,Primorskiy Kray,,45900,1643943494
1879,Apsheronsk,Apsheronsk,44.4687,39.7287,Russia,RU,RUS,Krasnodarskiy Kray,minor,45876,1643014988
1880,Mozdok,Mozdok,43.7543,44.6544,Russia,RU,RUS,North Ossetia,,45702,1643138287
1881,Volkhov,Volkhov,59.9291,32.3387,Russia,RU,RUS,Leningradskaya Oblastâ€™,,45673,1643547178
1882,Yefremov,Yefremov,53.1491,38.1215,Russia,RU,RUS,Tulâ€™skaya Oblastâ€™,,45497,1643358029
1883,Olbia,Olbia,40.9143,9.5151,Italy,IT,ITA,Sardegna,minor,45366,1380424474
1884,Shebekino,Shebekino,50.4144,36.8944,Russia,RU,RUS,Belgorodskaya Oblastâ€™,,45194,1643443268
1885,Chernyakhovsk,Chernyakhovsk,54.6316,21.8109,Russia,RU,RUS,Kaliningradskaya Oblastâ€™,minor,45187,1643016647
1886,Parma,Parma,65.923,57.403,Russia,RU,RUS,Komi,,45000,1643982067
1887,Strezhevoy,Strezhevoy,60.7332,77.5777,Russia,RU,RUS,Tomskaya Oblastâ€™,,44784,1643011459
1888,ArtÃ«movskiy,Artemovskiy,57.3652,61.8698,Russia,RU,RUS,Sverdlovskaya Oblastâ€™,,44689,1643010530
1889,Kamenâ€™-na-Obi,Kamen'-na-Obi,53.7936,81.3388,Russia,RU,RUS,Altayskiy Kray,,44564,1643009870
1890,Akhtubinsk,Akhtubinsk,48.2787,46.1687,Russia,RU,RUS,Astrakhanskaya Oblastâ€™,,44551,1643207712
1891,Zvolen,Zvolen,48.5837,19.1332,Slovakia,SK,SVK,BanskobystrickÃ½,minor,44502,1703102070
1892,Roskilde,Roskilde,55.65,12.0833,Denmark,DK,DNK,SjÃ¦lland,minor,44285,1208722269
1893,Timashevsk,Timashevsk,45.6247,38.9444,Russia,RU,RUS,Krasnodarskiy Kray,minor,44024,1643049653
1894,Alapayevsk,Alapayevsk,57.8465,61.6915,Russia,RU,RUS,Sverdlovskaya Oblastâ€™,,44000,1643648315
1895,Voznesensâ€™k,Voznesens'k,47.5504,31.3333,Ukraine,UA,UKR,Mykolayivsâ€™ka Oblastâ€™,minor,43996,1804117559
1896,Novozybkov,Novozybkov,52.5348,31.9449,Russia,RU,RUS,Bryanskaya Oblastâ€™,,43534,1643876625
1897,Nizhneudinsk,Nizhneudinsk,54.8977,99.0277,Russia,RU,RUS,Irkutskaya Oblastâ€™,,43326,1643007260
1898,Sovetsk,Sovetsk,55.0718,21.882,Russia,RU,RUS,Kaliningradskaya Oblastâ€™,minor,43309,1643001581
1899,Mariinsk,Mariinsk,56.2108,87.7604,Russia,RU,RUS,Kemerovskaya Oblastâ€™,,43122,1643015007
1900,Krasnoufimsk,Krasnoufimsk,56.5991,57.7586,Russia,RU,RUS,Sverdlovskaya Oblastâ€™,,43121,1643806300
1901,Partizansk,Partizansk,43.1349,133.1349,Russia,RU,RUS,Primorskiy Kray,,42489,1643537193
1902,Sokol,Sokol,59.4648,40.1144,Russia,RU,RUS,Vologodskaya Oblastâ€™,,42174,1643586879
1903,Yemanzhelinsk,Yemanzhelinsk,54.7489,61.2935,Russia,RU,RUS,Chelyabinskaya Oblastâ€™,,42023,1643916431
1904,Lesozavodsk,Lesozavodsk,45.4748,133.4298,Russia,RU,RUS,Primorskiy Kray,,41778,1643722124
1905,Uryupinsk,Uryupinsk,50.7734,42.0031,Russia,RU,RUS,Volgogradskaya Oblastâ€™,,41644,1643866080
1906,Gay,Gay,51.4747,58.4543,Russia,RU,RUS,Orenburgskaya Oblastâ€™,,41619,1643216197
1907,Auxerre,Auxerre,47.8004,3.5666,France,FR,FRA,Bourgogne-Franche-ComtÃ©,minor,41516,1250482884
1908,LushnjÃ«,Lushnje,40.94,19.716,Albania,AL,ALB,Fier,,41469,1008790888
1909,Zelenokumsk,Zelenokumsk,44.4091,43.8787,Russia,RU,RUS,Stavropolâ€™skiy Kray,,41306,1643031364
1910,Birsk,Birsk,55.4244,55.5444,Russia,RU,RUS,Bashkortostan,,41014,1643348438
1911,Frolovo,Frolovo,49.7722,43.6518,Russia,RU,RUS,Volgogradskaya Oblastâ€™,,40882,1643011047
1912,Haugesund,Haugesund,59.4119,5.2775,Norway,NO,NOR,Rogaland,minor,40321,1578805813
1913,Mirnyy,Mirnyy,62.54,113.9614,Russia,RU,RUS,Sakha (Yakutiya),,40308,1643007406
1914,Luga,Luga,58.7363,29.839,Russia,RU,RUS,Leningradskaya Oblastâ€™,,40114,1643463120
1915,Pogradec,Pogradec,40.9,20.664,Albania,AL,ALB,KorÃ§Ã«,,40000,1008366566
1916,Obâ€™,Ob',54.998,82.7077,Russia,RU,RUS,Novosibirskaya Oblastâ€™,,39949,1643161360
1917,Uray,Uray,60.1401,64.7548,Russia,RU,RUS,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,39878,1643009149
1918,Alekseyevka,Alekseyevka,50.6535,38.6931,Russia,RU,RUS,Belgorodskaya Oblastâ€™,,39848,1643033169
1919,Bogoroditsk,Bogoroditsk,53.7747,38.1144,Russia,RU,RUS,Tulâ€™skaya Oblastâ€™,,39553,1643215151
1920,Tavda,Tavda,58.0537,65.2583,Russia,RU,RUS,Sverdlovskaya Oblastâ€™,,39480,1643627997
1921,BorlÃ¤nge,Borlange,60.4833,15.4167,Sweden,SE,SWE,Dalarna,minor,39422,1752944924
1922,Kirov,Kirov,54.0852,34.3048,Russia,RU,RUS,Kaluzhskaya Oblastâ€™,,39319,1643587873
1923,Vichuga,Vichuga,57.2191,41.9287,Russia,RU,RUS,Ivanovskaya Oblastâ€™,,39071,1643107407
1924,TÃ¸nsberg,Tonsberg,59.264,10.421,Norway,NO,NOR,Vestfold,,38914,1578001472
1925,Asha,Asha,54.998,57.2726,Russia,RU,RUS,Chelyabinskaya Oblastâ€™,,38883,1643056456
1926,Gurâ€™yevsk,Gur'yevsk,54.2981,85.9377,Russia,RU,RUS,Kemerovskaya Oblastâ€™,,38757,1643007187
1927,Millerovo,Millerovo,48.9379,40.3974,Russia,RU,RUS,Rostovskaya Oblastâ€™,minor,38527,1643830496
1928,Uglich,Uglich,57.5244,38.33,Russia,RU,RUS,Yaroslavskaya Oblastâ€™,,37732,1643786573
1929,Tynda,Tynda,55.1743,124.7076,Russia,RU,RUS,Amurskaya Oblastâ€™,,37335,1643364583
1930,Moss,Moss,59.437,10.6692,Norway,NO,NOR,Ã˜stfold,minor,36901,1578386435
1931,Kasimov,Kasimov,54.9435,41.3931,Russia,RU,RUS,Ryazanskaya Oblastâ€™,,36663,1643283044
1932,Serdobsk,Serdobsk,52.4622,44.2218,Russia,RU,RUS,Penzenskaya Oblastâ€™,,36652,1643300629
1933,Slantsy,Slantsy,59.1116,28.0747,Russia,RU,RUS,Leningradskaya Oblastâ€™,,36209,1643315242
1934,Severouralâ€™sk,Severoural'sk,60.1565,59.9615,Russia,RU,RUS,Sverdlovskaya Oblastâ€™,,36138,1643560617
1935,Blagodarnyy,Blagodarnyy,45.1047,43.4344,Russia,RU,RUS,Stavropolâ€™skiy Kray,,35995,1643447136
1936,Boyarka,Boyarka,70.767,97.5,Russia,RU,RUS,Krasnoyarskiy Kray,,35968,1643010185
1937,Yalutorovsk,Yalutorovsk,56.6736,66.2983,Russia,RU,RUS,Tyumenskaya Oblastâ€™,,35892,1643158086
1938,Valuyki,Valuyki,50.2091,38.0987,Russia,RU,RUS,Belgorodskaya Oblastâ€™,,35887,1643337970
1939,Sharâ€™ya,Shar'ya,58.3798,45.5094,Russia,RU,RUS,Kostromskaya Oblastâ€™,,35532,1643446883
1940,VÃ¡c,Vac,47.7837,19.1332,Hungary,HU,HUN,Pest,minor,35293,1348810997
1941,Korsakov,Korsakov,46.6424,142.7775,Russia,RU,RUS,Sakhalinskaya Oblastâ€™,,35091,1643017767
1942,Bezhetsk,Bezhetsk,57.7647,36.69,Russia,RU,RUS,Tverskaya Oblastâ€™,,34736,1643708632
1943,Kondopoga,Kondopoga,62.2087,34.2887,Russia,RU,RUS,Kareliya,,34360,1643955723
1944,Staraya Russa,Staraya Russa,57.9948,31.3544,Russia,RU,RUS,Novgorodskaya Oblastâ€™,,34303,1643015974
1945,Slavgorod,Slavgorod,53.0049,78.6696,Russia,RU,RUS,Altayskiy Kray,,34141,1643239330
1946,Vibo Valentia,Vibo Valentia,38.6666,16.1,Italy,IT,ITA,Calabria,minor,33957,1380359147
1947,Verkhniy Ufaley,Verkhniy Ufaley,56.0663,60.2313,Russia,RU,RUS,Chelyabinskaya Oblastâ€™,,33879,1643894211
1948,ZaozÃ«rnyy,Zaozernyy,55.962,94.7028,Russia,RU,RUS,Krasnoyarskiy Kray,,33865,1643658238
1949,Schaffhausen,Schaffhausen,47.706,8.633,Switzerland,CH,CHE,Schaffhausen,,33863,1756003651
1950,Rostov,Rostov,57.1892,39.4043,Russia,RU,RUS,Yaroslavskaya Oblastâ€™,,33803,1643848937
1951,Dyatâ€™kovo,Dyat'kovo,53.5891,34.3392,Russia,RU,RUS,Bryanskaya Oblastâ€™,,33527,1643789328
1952,Segezha,Segezha,63.7548,34.3243,Russia,RU,RUS,Kareliya,,33354,1643971245
1953,Velikiy Ustyug,Velikiy Ustyug,60.7687,46.2987,Russia,RU,RUS,Vologodskaya Oblastâ€™,,33237,1643173653
1954,Kholmsk,Kholmsk,47.0473,142.0624,Russia,RU,RUS,Sakhalinskaya Oblastâ€™,,32911,1643364292
1955,Omutninsk,Omutninsk,58.6589,52.1592,Russia,RU,RUS,Kirovskaya Oblastâ€™,,32800,1643987727
1956,Kudymkar,Kudymkar,59.0162,54.633,Russia,RU,RUS,Permskiy Kray,minor,32423,1643283582
1957,Kristianstad,Kristianstad,56.0337,14.1333,Sweden,SE,SWE,SkÃ¥ne,minor,32188,1752606470
1958,Barabinsk,Barabinsk,55.3573,78.3519,Russia,RU,RUS,Novosibirskaya Oblastâ€™,,31508,1643008352
1959,Gubakha,Gubakha,58.8691,57.5887,Russia,RU,RUS,Permskiy Kray,,31424,1643737905
1960,Sasovo,Sasovo,54.3491,41.9087,Russia,RU,RUS,Ryazanskaya Oblastâ€™,,31325,1643401119
1961,SkellefteÃ¥,Skelleftea,64.7721,20.95,Sweden,SE,SWE,VÃ¤sterbotten,minor,31311,1752233025
1962,Karpinsk,Karpinsk,59.7602,60.0098,Russia,RU,RUS,Sverdlovskaya Oblastâ€™,,30807,1643966398
1963,Mednogorsk,Mednogorsk,51.4191,57.5787,Russia,RU,RUS,Orenburgskaya Oblastâ€™,,30676,1643650403
1964,Borzya,Borzya,50.3886,116.5186,Russia,RU,RUS,Zabaykalâ€™skiy Kray,,30421,1643309577
1965,Svetogorsk,Svetogorsk,61.1013,28.9177,Russia,RU,RUS,Leningradskaya Oblastâ€™,,30115,1643956298
1966,Sovetskaya Gavanâ€™,Sovetskaya Gavan',48.9699,140.2749,Russia,RU,RUS,Khabarovskiy Kray,,29740,1643037289
1967,Kirovsk,Kirovsk,67.6091,33.6687,Russia,RU,RUS,Murmanskaya Oblastâ€™,,29605,1643433043
1968,Sosnogorsk,Sosnogorsk,63.5948,53.8943,Russia,RU,RUS,Komi,,29343,1643361228
1969,Svendborg,Svendborg,55.0704,10.6167,Denmark,DK,DNK,Syddanmark,minor,29180,1208924964
1970,Karasuk,Karasuk,53.7273,78.0219,Russia,RU,RUS,Novosibirskaya Oblastâ€™,,28589,1643416504
1971,Kartaly,Kartaly,53.0474,60.6819,Russia,RU,RUS,Chelyabinskaya Oblastâ€™,,28503,1643181186
1972,Zheleznogorsk-Ilimskiy,Zheleznogorsk-Ilimskiy,56.5762,104.1227,Russia,RU,RUS,Irkutskaya Oblastâ€™,,28456,1643429689
1973,Kotelâ€™nich,Kotel'nich,58.3041,48.3137,Russia,RU,RUS,Kirovskaya Oblastâ€™,,28431,1643742016
1974,Dalâ€™nerechensk,Dal'nerechensk,45.9273,133.7223,Russia,RU,RUS,Primorskiy Kray,,28300,1643306858
1975,Nevâ€™yansk,Nev'yansk,57.4902,60.2148,Russia,RU,RUS,Sverdlovskaya Oblastâ€™,,28170,1643592737
1976,Sion,Sion,46.239,7.354,Switzerland,CH,CHE,Valais,,28045,1756457392
1977,Aleysk,Aleysk,52.4918,82.7777,Russia,RU,RUS,Altayskiy Kray,,28019,1643212700
1978,Kolpashevo,Kolpashevo,58.3004,82.9954,Russia,RU,RUS,Tomskaya Oblastâ€™,,27876,1643773170
1979,Ã–rnskÃ¶ldsvik,Ornskoldsvik,63.318,18.7167,Sweden,SE,SWE,VÃ¤sternorrland,minor,27749,1752250773
1980,Atkarsk,Atkarsk,51.8765,44.9961,Russia,RU,RUS,Saratovskaya Oblastâ€™,,27554,1643598170
1981,Solâ€™-Iletsk,Sol'-Iletsk,51.1603,54.9999,Russia,RU,RUS,Orenburgskaya Oblastâ€™,,27419,1643001542
1982,Savonlinna,Savonlinna,61.8666,28.8833,Finland,FI,FIN,EtelÃ¤-Savo,minor,27353,1246948647
1983,Nikolayevsk-na-Amure,Nikolayevsk-na-Amure,53.1496,140.73,Russia,RU,RUS,Khabarovskiy Kray,,27152,1643026765
1984,Asino,Asino,56.9931,86.1627,Russia,RU,RUS,Tomskaya Oblastâ€™,,27070,1643361400
1985,Zeya,Zeya,53.75,127.2666,Russia,RU,RUS,Amurskaya Oblastâ€™,,26999,1643518761
1986,Tara,Tara,56.8982,74.3782,Russia,RU,RUS,Omskaya Oblastâ€™,,26986,1643015750
1987,ChÃ­os,Chios,38.3681,26.1358,Greece,GR,GRC,VoreÃ­o AigaÃ­o,minor,26891,1300169896
1988,Pugachev,Pugachev,52.0148,48.7944,Russia,RU,RUS,Saratovskaya Oblastâ€™,,26690,1643132953
1989,Okha,Okha,53.5739,142.9479,Russia,RU,RUS,Sakhalinskaya Oblastâ€™,,26560,1643780649
1990,Bakal,Bakal,54.9459,58.7959,Russia,RU,RUS,Chelyabinskaya Oblastâ€™,,26559,1643146722
1991,Buy,Buy,58.4847,41.5244,Russia,RU,RUS,Kostromskaya Oblastâ€™,,26486,1643121343
1992,Velâ€™sk,Vel'sk,61.0674,42.0974,Russia,RU,RUS,Arkhangelâ€™skaya Oblastâ€™,,26300,1643373817
1993,Krasnoarmeysk,Krasnoarmeysk,51.0174,45.6974,Russia,RU,RUS,Saratovskaya Oblastâ€™,,25841,1643504367
1994,Severobaykalâ€™sk,Severobaykal'sk,55.634,109.313,Russia,RU,RUS,Buryatiya,,25800,1643130007
1995,Lensk,Lensk,60.7253,114.947,Russia,RU,RUS,Sakha (Yakutiya),,25589,1643009226
1996,Ustâ€™-Kut,Ust'-Kut,56.765,105.76,Russia,RU,RUS,Irkutskaya Oblastâ€™,,25388,1643157794
1997,Nelidovo,Nelidovo,56.2235,32.7731,Russia,RU,RUS,Tverskaya Oblastâ€™,,25349,1643775202
1998,Tatarsk,Tatarsk,55.2219,75.9665,Russia,RU,RUS,Novosibirskaya Oblastâ€™,,25150,1643001589
1999,Bologoye,Bologoye,57.8722,34.0518,Russia,RU,RUS,Tverskaya Oblastâ€™,minor,25142,1643381656
2000,Topki,Topki,55.2802,85.6108,Russia,RU,RUS,Kemerovskaya Oblastâ€™,,24672,1643475451
2001,Aldan,Aldan,58.603,125.3894,Russia,RU,RUS,Sakha (Yakutiya),,24426,1643237106
2002,Frederikshavn,Frederikshavn,57.4337,10.5333,Denmark,DK,DNK,Nordjylland,minor,24103,1208910213
